Code,Glyph,Description,CharacterSet,is_unicode,CodeEscaped,ASCII
U+203A,",,General_Punctuation,TRUE,\u203A,XunicodeX
U+203B,?,,General_Punctuation,TRUE,\u203B,XunicodeX
U+203C,?,,General_Punctuation,TRUE,\u203C,!!
U+203D,?,,General_Punctuation,TRUE,\u203D,?!
U+203E,?,,General_Punctuation,TRUE,\u203E,-
U+203F,?,,General_Punctuation,TRUE,\u203F,XunicodeX
U+2040,?,,General_Punctuation,TRUE,\u2040,XunicodeX
U+2041,?,,General_Punctuation,TRUE,\u2041,XunicodeX
U+2042,?,,General_Punctuation,TRUE,\u2042,***
U+2043,?,,General_Punctuation,TRUE,\u2043,-
U+2044,/,,General_Punctuation,TRUE,\u2044,/
U+2045,?,,General_Punctuation,TRUE,\u2045,XunicodeX
U+2046,?,,General_Punctuation,TRUE,\u2046,XunicodeX
U+2047,?,,General_Punctuation,TRUE,\u2047,??
U+2048,?,,General_Punctuation,TRUE,\u2048,?!
U+2049,?,,General_Punctuation,TRUE,\u2049,!?
U+204A,?,,General_Punctuation,TRUE,\u204A,.7.
U+204B,?,,General_Punctuation,TRUE,\u204B,XunicodeX
U+204C,?,,General_Punctuation,TRUE,\u204C,XunicodeX
U+204D,?,,General_Punctuation,TRUE,\u204D,XunicodeX
U+204E,?,,General_Punctuation,TRUE,\u204E,*
U+204F,?,,General_Punctuation,TRUE,\u204F,;
U+2050,?,,General_Punctuation,TRUE,\u2050,XunicodeX
U+2051,?,,General_Punctuation,TRUE,\u2051,**
U+2052,?,,General_Punctuation,TRUE,\u2052,%
U+2053,?,,General_Punctuation,TRUE,\u2053,~
U+2054,?,,General_Punctuation,TRUE,\u2054,XunicodeX
U+2055,?,,General_Punctuation,TRUE,\u2055,*
U+2056,?,,General_Punctuation,TRUE,\u2056,XunicodeX
U+2057,?,,General_Punctuation,TRUE,\u2057,""""""
U+2058,?,,General_Punctuation,TRUE,\u2058,XunicodeX
U+2059,?,,General_Punctuation,TRUE,\u2059,XunicodeX
U+205A,?,,General_Punctuation,TRUE,\u205A,:
U+205B,?,,General_Punctuation,TRUE,\u205B,XunicodeX
U+205C,?,,General_Punctuation,TRUE,\u205C,XunicodeX
U+205D,?,,General_Punctuation,TRUE,\u205D,XunicodeX
U+205E,?,,General_Punctuation,TRUE,\u205E,XunicodeX
U+205F,MM SP,,General_Punctuation,TRUE,\u205F,XunicodeX
U+2060,WJ,,General_Punctuation,TRUE,\u2060,XunicodeX
U+2061,f(),,General_Punctuation,TRUE,\u2061,f()
U+2062,*,,General_Punctuation,TRUE,\u2062,x
U+2063,",",,General_Punctuation,TRUE,\u2063,","
U+2064,+,,General_Punctuation,TRUE,\u2064,+
U+2065,,,General_Punctuation,TRUE,\u2065,XunicodeX
U+2066,LRI,,General_Punctuation,TRUE,\u2066,XunicodeX
U+2067,RLI,,General_Punctuation,TRUE,\u2067,XunicodeX
U+2068,FSI,,General_Punctuation,TRUE,\u2068,XunicodeX
U+2069,PDI,,General_Punctuation,TRUE,\u2069,XunicodeX
U+206A,I SS,,General_Punctuation,TRUE,\u206A,XunicodeX
U+206B,A SS,,General_Punctuation,TRUE,\u206B,XunicodeX
U+206C,I AFS,,General_Punctuation,TRUE,\u206C,XunicodeX
U+206D,A AFS,,General_Punctuation,TRUE,\u206D,XunicodeX
U+206E,NA DS,,General_Punctuation,TRUE,\u206E,XunicodeX
U+206F,NO DS,,General_Punctuation,TRUE,\u206F,XunicodeX
U+2580,a--XxXunicodeXxX,Upper half block,Table_Block_Elements,TRUE,\u2580,XunicodeX
U+2581,a--XxXunicodeXxX,Lower one eighth block,Table_Block_Elements,TRUE,\u2581,XunicodeX
U+2582,a--,,Lower one quarter block,Table_Block_Elements,TRUE,\u2582,XunicodeX
U+2583,a--f,Lower three eighths block,Table_Block_Elements,TRUE,\u2583,XunicodeX
U+2584,a--",Lower half block,Table_Block_Elements,TRUE,\u2584,XunicodeX
U+2585,a--...,Lower five eighths block,Table_Block_Elements,TRUE,\u2585,XunicodeX
U+2586,a--t,Lower three quarters block,Table_Block_Elements,TRUE,\u2586,XunicodeX
U+2587,a--tt,Lower seven eighths block,Table_Block_Elements,TRUE,\u2587,XunicodeX
U+2588,a--^,Full block,Table_Block_Elements,TRUE,\u2588,XunicodeX
U+2589,a--%o,Left seven eighths block,Table_Block_Elements,TRUE,\u2589,XunicodeX
U+258A,a--S,Left three quarters block,Table_Block_Elements,TRUE,\u258A,XunicodeX
U+258B,a--",Left five eighths block,Table_Block_Elements,TRUE,\u258B,XunicodeX
U+258C,a--OE,Left half block,Table_Block_Elements,TRUE,\u258C,XunicodeX
U+258D,a--XxXunicodeXxX,Left three eighths block,Table_Block_Elements,TRUE,\u258D,XunicodeX
U+258E,a--Z,Left one quarter block,Table_Block_Elements,TRUE,\u258E,XunicodeX
U+258F,a--XxXunicodeXxX,Left one eighth block,Table_Block_Elements,TRUE,\u258F,XunicodeX
U+2590,a--XxXunicodeXxX,Right half block,Table_Block_Elements,TRUE,\u2590,XunicodeX
U+2591,a--',Light shade,Table_Block_Elements,TRUE,\u2591,XunicodeX
U+2592,a--',Medium shade,Table_Block_Elements,TRUE,\u2592,XunicodeX
U+2593,a--",Dark shade,Table_Block_Elements,TRUE,\u2593,XunicodeX
U+2594,a--",Upper one eighth block,Table_Block_Elements,TRUE,\u2594,XunicodeX
U+2595,a--.,Right one eighth block,Table_Block_Elements,TRUE,\u2595,XunicodeX
U+2596,a----,Quadrant lower left,Table_Block_Elements,TRUE,\u2596,XunicodeX
U+2597,a-----,Quadrant lower right,Table_Block_Elements,TRUE,\u2597,XunicodeX
U+2598,a--~,Quadrant upper left,Table_Block_Elements,TRUE,\u2598,XunicodeX
U+2599,a--XxXunicodeXxX,Quadrant upper left and lower left and lower right,Table_Block_Elements,TRUE,\u2599,XunicodeX
U+259A,a--s,Quadrant upper left and lower right,Table_Block_Elements,TRUE,\u259A,XunicodeX
U+259B,a--",Quadrant upper left and upper right and lower left,Table_Block_Elements,TRUE,\u259B,XunicodeX
U+259C,a--oe,Quadrant upper left and upper right and lower right,Table_Block_Elements,TRUE,\u259C,XunicodeX
U+259D,a--XxXunicodeXxX,Quadrant upper right,Table_Block_Elements,TRUE,\u259D,XunicodeX
U+259E,a--z,Quadrant upper right and lower left,Table_Block_Elements,TRUE,\u259E,XunicodeX
U+259F,a--Y,Quadrant upper right and lower left and lower right,Table_Block_Elements,TRUE,\u259F,XunicodeX
U+25A0,a--XxXunicodeXxX,Black square,Table_Geometric_Shapes,TRUE,\u25A0,XunicodeX
U+25A1,a--!,White square,Table_Geometric_Shapes,TRUE,\u25A1,XunicodeX
U+25A2,a--cent,White square with rounded corners,Table_Geometric_Shapes,TRUE,\u25A2,XunicodeX
U+25A3,a--pound,White square containing small black square,Table_Geometric_Shapes,TRUE,\u25A3,XunicodeX
U+25A4,a--currency,Square with horizontal fill,Table_Geometric_Shapes,TRUE,\u25A4,XunicodeX
U+25A5,a--yen,Square with vertical fill,Table_Geometric_Shapes,TRUE,\u25A5,XunicodeX
U+25A6,a--|,Square with orthogonal crosshatch fill,Table_Geometric_Shapes,TRUE,\u25A6,XunicodeX
U+25A7,a--S,Square with upper left to lower right fill,Table_Geometric_Shapes,TRUE,\u25A7,XunicodeX
U+25A8,a--XxXunicodeXxX,Square with upper right to lower left fill,Table_Geometric_Shapes,TRUE,\u25A8,XunicodeX
U+25A9,a--C,Square with diagonal crosshatch fill,Table_Geometric_Shapes,TRUE,\u25A9,XunicodeX
U+25AA,a--a,Black small square,Table_Geometric_Shapes,TRUE,\u25AA,XunicodeX
U+25AB,a--",White small square,Table_Geometric_Shapes,TRUE,\u25AB,XunicodeX
U+25AC,a--not,Black rectangle,Table_Geometric_Shapes,TRUE,\u25AC,XunicodeX
U+25AD,a--XxXunicodeXxX,White rectangle,Table_Geometric_Shapes,TRUE,\u25AD,XunicodeX
U+25AE,a--R,Black vertical rectangle,Table_Geometric_Shapes,TRUE,\u25AE,XunicodeX
U+25AF,a---,White vertical rectangle,Table_Geometric_Shapes,TRUE,\u25AF,XunicodeX
U+25B0,a--deg,Black parallelogram,Table_Geometric_Shapes,TRUE,\u25B0,XunicodeX
U+25B1,a--+-,White parallelogram,Table_Geometric_Shapes,TRUE,\u25B1,XunicodeX
U+25B2,a--2,Black up-pointing triangle,Table_Geometric_Shapes,TRUE,\u25B2,XunicodeX
U+25B3,a--3,White up-pointing triangle,Table_Geometric_Shapes,TRUE,\u25B3,XunicodeX
U+25B4,a--^,Black up-pointing small triangle,Table_Geometric_Shapes,TRUE,\u25B4,XunicodeX
U+25B5,a--mu,White up-pointing small triangle,Table_Geometric_Shapes,TRUE,\u25B5,XunicodeX
U+25B6,a--paragraph,Black right-pointing triangle,Table_Geometric_Shapes,TRUE,\u25B6,XunicodeX
U+25B7,a--.,White right-pointing triangle,Table_Geometric_Shapes,TRUE,\u25B7,XunicodeX
U+25B8,a--,,Black right-pointing small triangle,Table_Geometric_Shapes,TRUE,\u25B8,XunicodeX
U+25B9,a--1,White right-pointing small triangle,Table_Geometric_Shapes,TRUE,\u25B9,XunicodeX
U+25BA,a--o,Black right-pointing pointer,Table_Geometric_Shapes,TRUE,\u25BA,XunicodeX
U+25BB,a--",White right-pointing pointer,Table_Geometric_Shapes,TRUE,\u25BB,XunicodeX
U+25BC,a--1/4,Black down-pointing triangle,Table_Geometric_Shapes,TRUE,\u25BC,XunicodeX
U+25BD,a--1/2,White down-pointing triangle,Table_Geometric_Shapes,TRUE,\u25BD,XunicodeX
U+25BE,a--3/4,Black down-pointing small triangle,Table_Geometric_Shapes,TRUE,\u25BE,XunicodeX
U+25BF,a--?,White down-pointing small triangle,Table_Geometric_Shapes,TRUE,\u25BF,XunicodeX
U+25C0,a---XxXunicodeXxX,Black left-pointing triangle,Table_Geometric_Shapes,TRUE,\u25C0,XunicodeX
U+25C1,a---XxXunicodeXxX,White left-pointing triangle,Table_Geometric_Shapes,TRUE,\u25C1,XunicodeX
U+25C2,a---,,Black left-pointing small triangle,Table_Geometric_Shapes,TRUE,\u25C2,XunicodeX
U+25C3,a---f,White left-pointing small triangle,Table_Geometric_Shapes,TRUE,\u25C3,XunicodeX
U+25C4,a---",Black left-pointing pointer,Table_Geometric_Shapes,TRUE,\u25C4,XunicodeX
U+25C5,a---...,White left-pointing pointer,Table_Geometric_Shapes,TRUE,\u25C5,XunicodeX
U+25C6,a---t,Black diamond,Table_Geometric_Shapes,TRUE,\u25C6,XunicodeX
U+25C7,a---tt,White diamond,Table_Geometric_Shapes,TRUE,\u25C7,XunicodeX
U+25C8,a---^,White diamond containing small black diamond,Table_Geometric_Shapes,TRUE,\u25C8,XunicodeX
U+25C9,a---%o,Fisheye,Table_Geometric_Shapes,TRUE,\u25C9,XunicodeX
U+25CA,a---S,Lozenge,Table_Geometric_Shapes,TRUE,\u25CA,XunicodeX
U+25CB,a---",White circle,Table_Geometric_Shapes,TRUE,\u25CB,XunicodeX
U+25CC,a---OE,Dotted circle,Table_Geometric_Shapes,TRUE,\u25CC,XunicodeX
U+25CD,a---XxXunicodeXxX,Circle with vertical fill,Table_Geometric_Shapes,TRUE,\u25CD,XunicodeX
U+25CE,a---Z,Bullseye,Table_Geometric_Shapes,TRUE,\u25CE,XunicodeX
U+25CF,a---XxXunicodeXxX,Black circle,Table_Geometric_Shapes,TRUE,\u25CF,XunicodeX
U+25D0,a---XxXunicodeXxX,Circle with left half black,Table_Geometric_Shapes,TRUE,\u25D0,XunicodeX
U+25D1,a---',Circle with right half black,Table_Geometric_Shapes,TRUE,\u25D1,XunicodeX
U+25D2,a---',Circle with lower half black,Table_Geometric_Shapes,TRUE,\u25D2,XunicodeX
U+25D3,a---",Circle with upper half black,Table_Geometric_Shapes,TRUE,\u25D3,XunicodeX
U+25D4,a---",Circle with upper right quadrant black,Table_Geometric_Shapes,TRUE,\u25D4,XunicodeX
U+25D5,a---.,Circle with all but upper left quadrant black,Table_Geometric_Shapes,TRUE,\u25D5,XunicodeX
U+25D6,a-----,Left half circle black,Table_Geometric_Shapes,TRUE,\u25D6,XunicodeX
U+25D7,a------,Right half black circle,Table_Geometric_Shapes,TRUE,\u25D7,XunicodeX
U+25D8,a---~,Inverse bullet,Table_Geometric_Shapes,TRUE,\u25D8,XunicodeX
U+25D9,a---XxXunicodeXxX,Inverse white circle,Table_Geometric_Shapes,TRUE,\u25D9,XunicodeX
U+25DA,a---s,Upper half inverse white circle,Table_Geometric_Shapes,TRUE,\u25DA,XunicodeX
U+25DB,a---",Lower half inverse white circle,Table_Geometric_Shapes,TRUE,\u25DB,XunicodeX
U+25DC,a---oe,Upper left quadrant circular arc,Table_Geometric_Shapes,TRUE,\u25DC,XunicodeX
U+25DD,a---XxXunicodeXxX,Upper right quadrant circular arc,Table_Geometric_Shapes,TRUE,\u25DD,XunicodeX
U+25DE,a---z,Lower right quadrant circular arc,Table_Geometric_Shapes,TRUE,\u25DE,XunicodeX
U+25DF,a---Y,Lower left quadrant circular arc,Table_Geometric_Shapes,TRUE,\u25DF,XunicodeX
U+25E0,a---XxXunicodeXxX,Upper half circle,Table_Geometric_Shapes,TRUE,\u25E0,XunicodeX
U+25E1,a---!,Lower half circle,Table_Geometric_Shapes,TRUE,\u25E1,XunicodeX
U+25E2,a---cent,Black lower right triangle,Table_Geometric_Shapes,TRUE,\u25E2,XunicodeX
U+25E3,a---pound,Black lower left triangle,Table_Geometric_Shapes,TRUE,\u25E3,XunicodeX
U+25E4,a---currency,Black upper left triangle,Table_Geometric_Shapes,TRUE,\u25E4,XunicodeX
U+25E5,a---yen,Black upper right triangle,Table_Geometric_Shapes,TRUE,\u25E5,XunicodeX
U+25E6,a---|,White bullet,Table_Geometric_Shapes,TRUE,\u25E6,XunicodeX
U+25E7,a---S,Square with left half black,Table_Geometric_Shapes,TRUE,\u25E7,XunicodeX
U+25E8,a---XxXunicodeXxX,Square with right half black,Table_Geometric_Shapes,TRUE,\u25E8,XunicodeX
U+25E9,a---C,Square with upper left diagonal half black,Table_Geometric_Shapes,TRUE,\u25E9,XunicodeX
U+25EA,a---a,Square with lower right diagonal half black,Table_Geometric_Shapes,TRUE,\u25EA,XunicodeX
U+25EB,a---",White square with vertical bisecting line,Table_Geometric_Shapes,TRUE,\u25EB,XunicodeX
U+25EC,a---not,White up-pointing triangle with dot,Table_Geometric_Shapes,TRUE,\u25EC,XunicodeX
U+25ED,a---XxXunicodeXxX,Up-pointing triangle with left half black,Table_Geometric_Shapes,TRUE,\u25ED,XunicodeX
U+25EE,a---R,Up-pointing triangle with right half black,Table_Geometric_Shapes,TRUE,\u25EE,XunicodeX
U+25EF,a----,Large circle,Table_Geometric_Shapes,TRUE,\u25EF,XunicodeX
U+25F0,a---deg,White square with upper left quadrant,Table_Geometric_Shapes,TRUE,\u25F0,XunicodeX
U+25F1,a---+-,White square with lower left quadrant,Table_Geometric_Shapes,TRUE,\u25F1,XunicodeX
U+25F2,a---2,White square with lower right quadrant,Table_Geometric_Shapes,TRUE,\u25F2,XunicodeX
U+25F3,a---3,White square with upper right quadrant,Table_Geometric_Shapes,TRUE,\u25F3,XunicodeX
U+25F4,a---^,White circle with upper left quadrant,Table_Geometric_Shapes,TRUE,\u25F4,XunicodeX
U+25F5,a---mu,White circle with lower left quadrant,Table_Geometric_Shapes,TRUE,\u25F5,XunicodeX
U+25F6,a---paragraph,White circle with lower right quadrant,Table_Geometric_Shapes,TRUE,\u25F6,XunicodeX
U+25F7,a---.,White circle with upper right quadrant,Table_Geometric_Shapes,TRUE,\u25F7,XunicodeX
U+25F8,a---,,Upper left triangle,Table_Geometric_Shapes,TRUE,\u25F8,XunicodeX
U+25F9,a---1,Upper right triangle,Table_Geometric_Shapes,TRUE,\u25F9,XunicodeX
U+25FA,a---o,Lower-left triangle,Table_Geometric_Shapes,TRUE,\u25FA,XunicodeX
U+25FB,a---",White medium square,Table_Geometric_Shapes,TRUE,\u25FB,XunicodeX
U+25FC,a---1/4,Black medium square,Table_Geometric_Shapes,TRUE,\u25FC,XunicodeX
U+25FD,a---1/2,White medium small square,Table_Geometric_Shapes,TRUE,\u25FD,XunicodeX
U+25FE,a---3/4,Black medium small square,Table_Geometric_Shapes,TRUE,\u25FE,XunicodeX
U+25FF,a---?,Lower right triangle,Table_Geometric_Shapes,TRUE,\u25FF,XunicodeX
